 % Simple dark flight model for the fireball: IT20000000
 % Hypothesis: no Earth rotation; no winds; exponential atmosphere COESA 1976 model. 
 % Input data from atmospheric dynamical model. 
    
 INPUT DATA 
    
 % Drag coefficient (adimensional):                          0.58 
 % M/S for dark flight (kg/m^2):                           224.99 
 % Drag*S/M for dark flight (m^2/kg):                    0.002578 
 % Start height dark flight (km):                           23.25 
 % Start velocity dark flight (km/s):                        3.04 
 % Start acceleration dark flight (km/s^2):                 -1.24 
    
 RESULTS 
    
 % Horizontal length dark flight (km):                      10.16 
 % Flight time (s):                                        213.00 
 % Geographical Latitude strewn field (degree):           45.3293  
 % Geographical Longitude strewn field (degree):          12.0667 
    
% quota (km)     Vx (km/s)       Vy (km/s)      V (km/s)        Lx (km)     tempo di caduta (s)
    
     8.512 	      0.000 	     -0.093 	      0.093 		      10.16 	      92.50 
     8.466 	      0.000 	     -0.092 	      0.092 		      10.16 	      93.00 
     8.420 	      0.000 	     -0.092 	      0.092 		      10.16 	      93.50 
     8.374 	      0.000 	     -0.092 	      0.092 		      10.16 	      94.00 
     8.328 	      0.000 	     -0.092 	      0.092 		      10.16 	      94.50 
     8.282 	      0.000 	     -0.091 	      0.091 		      10.16 	      95.00 
     8.236 	      0.000 	     -0.091 	      0.091 		      10.16 	      95.50 
     8.191 	      0.000 	     -0.091 	      0.091 		      10.16 	      96.00 
     8.146 	      0.000 	     -0.091 	      0.091 		      10.16 	      96.50 
     8.100 	      0.000 	     -0.090 	      0.090 		      10.16 	      97.00 
     8.055 	      0.000 	     -0.090 	      0.090 		      10.16 	      97.50 
     8.010 	      0.000 	     -0.090 	      0.090 		      10.16 	      98.00 
     7.965 	      0.000 	     -0.090 	      0.090 		      10.16 	      98.50 
     7.921 	      0.000 	     -0.089 	      0.089 		      10.16 	      99.00 
     7.876 	      0.000 	     -0.089 	      0.089 		      10.16 	      99.50 
     7.832 	      0.000 	     -0.089 	      0.089 		      10.16 	     100.00 
     7.787 	      0.000 	     -0.089 	      0.089 		      10.16 	     100.50 
     7.743 	      0.000 	     -0.088 	      0.088 		      10.16 	     101.00 
     7.699 	      0.000 	     -0.088 	      0.088 		      10.16 	     101.50 
     7.655 	      0.000 	     -0.088 	      0.088 		      10.16 	     102.00 
     7.611 	      0.000 	     -0.088 	      0.088 		      10.16 	     102.50 
     7.567 	      0.000 	     -0.087 	      0.087 		      10.16 	     103.00 
     7.524 	      0.000 	     -0.087 	      0.087 		      10.16 	     103.50 
     7.480 	      0.000 	     -0.087 	      0.087 		      10.16 	     104.00 
     7.437 	      0.000 	     -0.087 	      0.087 		      10.16 	     104.50 
     7.393 	      0.000 	     -0.086 	      0.086 		      10.16 	     105.00 
     7.350 	      0.000 	     -0.086 	      0.086 		      10.16 	     105.50 
     7.307 	      0.000 	     -0.086 	      0.086 		      10.16 	     106.00 
     7.264 	      0.000 	     -0.086 	      0.086 		      10.16 	     106.50 
     7.221 	      0.000 	     -0.085 	      0.085 		      10.16 	     107.00 
     7.179 	      0.000 	     -0.085 	      0.085 		      10.16 	     107.50 
     7.136 	      0.000 	     -0.085 	      0.085 		      10.16 	     108.00 
